Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Macaroni or noodles,"Macaroni or noodles, creamed, with cheese",4.8,5.53,0.433,21.94,1.3,66.76,51,27,0.17,0.4,0.184,0.119,1.183,0.039,0.04,6.5,0.1,57,14,262,43,0.073,0.91,0.45
Macaroni or noodles,"Macaroni or noodles, creamed, with cheese and tuna",7.91,4.55,0.397,17.28,1,69.28,44,25,0.2,0.4,0.151,0.111,3.089,0.1,0.59,11.5,0,74,16,253,72,0.068,1.08,0.5
Flavored pasta,Flavored pasta,2.47,2.21,0.719,14.45,0.4,79.73,19,6,0.27,2.2,0.307,0.064,0.681,0.021,0,1.3,0.4,22,7,174,21,0.037,0.41,0.21
Yat Ga Mein with meat,"Yat Ga Mein with meat, fish, or poultry",10.36,5.57,1.172,11.16,1.5,71.65,9,19,0.48,11.9,0.194,0.183,2.946,0.208,0.3,34,4.3,103,14,354,198,0.052,1.49,1.05
Macaroni or pasta salad,"Macaroni or pasta salad, made with mayonnaise",4.46,11.52,6.7,24.64,1.4,58.57,5,8,0.55,27.7,0.205,0.106,1.264,0.043,0.02,10.3,1.8,48,14,203,49,0.082,1.02,0.41
Macaroni or pasta salad,"Macaroni or pasta salad, made with light mayonnaise",4.32,4.16,2.264,25.68,1.4,65.01,4,8,0.42,12.4,0.202,0.102,1.249,0.042,0,6.7,1.8,46,14,239,50,0.081,1,0.39
Macaroni or pasta salad,"Macaroni or pasta salad, made with mayonnaise-type salad dressing",4.38,4.01,2.106,26.58,1.4,64.26,4,8,0.32,10.5,0.203,0.107,1.253,0.043,0.01,7.5,1.8,46,14,210,51,0.08,1,0.4
Macaroni or pasta salad,"Macaroni or pasta salad, made with light mayonnaise-type salad dressing",4.32,4.16,2.264,25.68,1.4,65.01,4,8,0.42,12.4,0.202,0.102,1.249,0.042,0,6.7,1.8,46,14,239,50,0.081,1,0.39
Macaroni or pasta salad,"Macaroni or pasta salad, made with Italian dressing",3.7,3.71,1.532,20.86,1.6,70.76,63,16,0.54,12.5,0.172,0.089,1.16,0.064,0,6.8,5.8,43,14,225,104,0.087,1.19,0.37
Macaroni or pasta salad,"Macaroni or pasta salad, made with light Italian dressing",3.69,1.99,0.638,20.58,1.6,72.79,63,16,0.8,7.3,0.17,0.089,1.153,0.063,0,6.9,5.7,43,14,214,105,0.086,1.18,0.37
Macaroni or pasta salad,"Macaroni or pasta salad, made with creamy dressing",3.81,6.61,3.393,20.08,1.6,68.58,65,18,0.55,22.2,0.171,0.099,1.148,0.06,0.02,10.5,5.7,64,14,216,102,0.086,1.19,0.38
Macaroni or pasta salad,"Macaroni or pasta salad, made with light creamy dressing",3.82,2.91,1.236,20.18,1.6,72.04,64,15,0.58,6.2,0.17,0.089,1.141,0.059,0.01,8.4,5.8,42,14,209,98,0.084,1.17,0.36
Macaroni or pasta salad,"Macaroni or pasta salad, made with any type of fat free dressing",4.26,1.14,0.252,26.54,1.7,67.08,3,8,0.09,8.1,0.199,0.104,1.235,0.041,0,5.3,1.7,44,14,238,53,0.08,0.98,0.39
Macaroni or pasta salad with egg,Macaroni or pasta salad with egg,5.19,11.44,6.226,22.53,1.3,60.01,18,12,0.6,25.2,0.192,0.143,1.157,0.05,0.12,35.7,1.6,59,14,196,56,0.076,1.03,0.47
Macaroni or pasta salad with tuna,Macaroni or pasta salad with tuna,6.69,9.9,5.712,20.87,1.2,61.71,7,10,0.52,23.5,0.178,0.103,2.592,0.085,0.41,13.2,1.5,61,16,206,68,0.077,1.12,0.45
Macaroni or pasta salad with crab meat,Macaroni or pasta salad with crab meat,6.48,9.9,5.73,20.93,1.2,61.75,5,21,0.75,23.6,0.178,0.104,1.487,0.06,0.52,20.9,2,76,18,232,81,0.192,0.94,0.92
Macaroni or pasta salad with shrimp,Macaroni or pasta salad with shrimp,6.76,10.06,5.835,21.1,1.2,61.06,5,28,0.63,23.7,0.176,0.093,1.163,0.038,0.12,20.4,2.1,69,17,299,53,0.108,1.18,0.63
Macaroni or pasta salad with tuna and egg,Macaroni or pasta salad with tuna and egg,7.14,9.96,5.382,19.35,1.1,62.7,18,13,0.56,21.7,0.169,0.134,2.397,0.088,0.46,34.8,1.4,70,15,199,73,0.072,1.12,0.49
Macaroni or pasta salad with chicken,Macaroni or pasta salad with chicken,7.82,10.75,5.833,20.93,1.2,59.69,6,9,0.53,23.5,0.185,0.118,2.218,0.074,0.07,18.7,1.5,76,16,225,84,0.079,0.97,0.59
Macaroni or pasta salad with cheese,Macaroni or pasta salad with cheese,6.9,14.43,5.987,21.77,1.3,55.74,45,98,0.58,24.4,0.182,0.15,1.108,0.046,0.15,11.1,1.6,101,16,262,53,0.075,0.91,0.83
Macaroni or pasta salad with meat,Macaroni or pasta salad with meat,7.66,10.59,5.758,20.82,1.2,59.69,5,8,0.51,23.4,0.279,0.129,1.847,0.109,0.12,24.5,1.5,75,15,378,90,0.083,1,0.74
Noodle pudding,Noodle pudding,5.96,7.32,1.976,30.98,1.6,54.87,74,29,0.78,5.2,0.184,0.184,1.449,0.083,0.2,61.8,1.6,103,22,71,142,0.116,1.62,0.75
Bibimbap,"Bibimbap, Korean",5.47,2.88,0.791,8.61,1.1,81.29,141,31,0.51,94.1,0.075,0.108,1.44,0.175,0.37,20.3,10.1,63,27,424,250,0.119,1.31,1.27
Rice,"Rice, fried, meatless",3.84,3.19,1.13,32.5,1.1,59.3,22,11,0.13,2.8,0.015,0.026,0.637,0.032,0,5.5,3.8,44,10,361,69,0.086,0.46,0.69
Rice,"Rice, fried, NFS",3.84,3.19,1.13,32.5,1.1,59.3,22,11,0.13,2.8,0.015,0.026,0.637,0.032,0,5.5,3.8,44,10,361,69,0.086,0.46,0.69
Rice,"Rice, fried, with chicken",7.28,3.66,1.101,27.62,0.9,60.31,20,12,0.17,2.4,0.023,0.049,1.681,0.064,0.06,14.6,3.2,73,12,359,100,0.083,0.5,0.83
Rice,"Rice, fried, with pork",7.56,4.16,1.074,27.62,0.9,59.56,19,12,0.14,2.4,0.165,0.071,1.425,0.11,0.11,19.4,3.3,75,12,316,122,0.082,0.55,0.97
Rice,"Rice, fried, with beef",7.86,4.06,1.016,27.62,0.9,59.34,19,10,0.18,2.6,0.023,0.047,1.345,0.088,0.26,22.2,3.2,66,11,313,96,0.084,0.77,1.37
Rice,"Rice, fried, with shrimp",6.68,2.97,1.049,27.85,0.9,61.14,32,23,0.44,2.4,0.018,0.026,0.943,0.064,0.25,25,3.2,83,14,324,84,0.112,0.44,0.83
Dukboki or Tteokbokki,"Dukboki or Tteokbokki, Korean",3.92,4.07,1.909,19.91,1,71.2,25,20,1.7,6,0.054,0.049,0.905,0.121,0.22,13.4,4.7,69,16,197,100,0.081,0.42,0.33
Adobo,"Adobo, with rice",17.68,7.94,1.022,8.88,0.2,63.32,4,18,0.21,0,0.242,0.213,3.589,0.25,0.44,59.2,0.1,161,21,522,216,0.096,1.34,2.54
Sushi,"Sushi, NFS",2.92,0.67,0.131,18.41,1,76.35,4,6,0.14,1.3,0.023,0.034,0.385,0.052,0.1,4.6,0.9,60,13,428,47,0.05,0.22,0.38
Sushi roll,"Sushi roll, avocado",1.81,1.47,0.217,17.71,1.4,77.57,5,6,0.23,3.4,0.024,0.03,0.398,0.048,0,3.5,1.7,14,8,361,69,0.061,0.2,0.39
Sushi roll,"Sushi roll, California",2.92,0.67,0.131,18.41,1,76.35,4,6,0.14,1.3,0.023,0.034,0.385,0.052,0.1,4.6,0.9,60,13,428,47,0.05,0.22,0.38
Sushi roll,"Sushi roll, eel",7.1,3.71,0.339,15.3,0.7,72,275,9,1.27,0,0.052,0.025,1.128,0.036,0.78,21.5,0.9,66,9,424,82,0.044,0.27,0.79
Sushi roll,"Sushi roll, salmon",6.88,1.28,0.32,15.3,0.7,75.25,15,5,0.24,0.1,0.047,0.065,2.292,0.198,1.14,24.6,0.5,69,11,350,101,0.053,0.22,0.4
Sushi roll,"Sushi roll, shrimp",7.01,0.55,0.192,15.67,0.7,75.01,25,25,0.58,0.1,0.023,0.02,0.869,0.079,0.4,34.6,0.5,81,13,358,53,0.1,0.2,0.69
Sushi roll tuna,Sushi roll tuna,7.4,0.26,0.084,15.3,0.7,75.61,8,4,0.1,0.1,0.044,0.043,4.725,0.247,0.51,17.4,0.5,74,12,342,119,0.046,0.31,0.38
Sushi roll,"Sushi roll, vegetable",1.81,1.47,0.217,17.71,1.4,77.57,5,6,0.23,3.4,0.024,0.03,0.398,0.048,0,3.5,1.7,14,8,361,69,0.061,0.2,0.39
Sushi,"Sushi, topped with crab",3.85,0.28,0.091,18.58,0.8,75.52,0,6,0.08,0.1,0.022,0.036,0.388,0.061,0.2,5.8,0,103,18,474,37,0.041,0.22,0.36
Sushi,"Sushi, topped with eel",9.24,5.2,0.454,13.39,0.6,70.18,386,11,1.77,0,0.064,0.024,1.47,0.039,1.11,29.6,0.6,90,11,422,107,0.04,0.3,0.95
Sushi,"Sushi, topped with salmon",8.92,1.74,0.428,13.39,0.6,74.78,17,5,0.31,0,0.058,0.08,3.121,0.269,1.62,34,0,94,13,317,133,0.052,0.23,0.4
Sushi,"Sushi, topped with shrimp",9.1,0.7,0.246,13.91,0.6,74.44,31,33,0.79,0.1,0.023,0.016,1.101,0.099,0.57,48.2,0,111,16,329,65,0.119,0.2,0.81
Sushi,"Sushi, topped with tuna",9.66,0.29,0.092,13.39,0.6,75.3,6,3,0.11,0,0.053,0.048,6.574,0.339,0.72,23.8,0,101,15,306,159,0.042,0.35,0.37
Sushi,"Sushi, topped with egg",7.41,5,1.017,10.13,0.4,76.02,85,31,0.57,0.2,0.026,0.233,0.172,0.096,0.37,122.4,0.3,106,8,344,78,0.061,0.98,0.85
Rice with chicken,"Rice with chicken, Puerto Rican style",10.13,14.14,3.29,31.43,0.8,42.15,9,20,0.89,6.7,0.213,0.08,3.232,0.197,0.18,19.3,2.5,104,18,728,152,0.122,1.95,1.05
Paella with meat,"Paella with meat, Valenciana style",21.44,12.29,1.537,16.75,0.5,46.58,30,32,1.61,5.4,0.214,0.159,4.883,0.228,2.76,68.8,4,216,25,877,260,0.119,1.98,1.71
Seafood paella,"Seafood paella, Puerto Rican style",7.6,5.65,0.722,15.71,0.9,69.71,33,34,1.32,5.8,0.106,0.026,1.302,0.125,0.54,32.6,6.6,86,17,231,113,0.22,1.1,0.86
Soupy rice with chicken,"Soupy rice with chicken, Puerto Rican style",12.08,4.05,0.608,16.49,1.4,65.11,20,21,0.6,8.1,0.129,0.094,3.806,0.158,0.14,32.4,6.7,123,19,754,191,0.103,1.35,0.94
Soupy rice mixture with chicken and potatoes,"Soupy rice mixture with chicken and potatoes, Puerto Rican style",6.34,4.27,0.571,12.06,0.9,76.06,6,12,0.17,1.2,0.075,0.064,1.9,0.163,0.1,15.9,8.4,79,16,290,219,0.076,0.75,0.62
Rice meal fritter,"Rice meal fritter, Puerto Rican style",8.98,14.03,2.057,36.58,1,37.89,123,209,0.77,4.4,0.114,0.217,1.346,0.205,0.51,55.9,0,197,25,468,154,0.069,0.9,1.08
Stewed rice,"Stewed rice, Puerto Rican style",3.96,7.8,2.354,33.43,0.7,52.85,2,17,0.76,6.8,0.205,0.03,1.922,0.088,0.02,6.8,2.7,58,13,654,81,0.105,1.79,0.57
Rice with squid,"Rice with squid, Puerto Rican style",8.88,11.82,1.8,29.26,1,47.69,25,29,2.41,10,0.161,0.188,2.403,0.134,0.47,29.8,20.6,128,25,559,199,0.843,1.83,1.04
Fried rice,"Fried rice, Puerto Rican style",12.78,3.33,0.515,8.53,0.6,72.48,28,29,0.52,1.3,0.254,0.142,2.087,0.235,0.5,70.9,11.4,153,21,832,224,0.095,0.85,1.2
Rice with vienna sausage,"Rice with vienna sausage, Puerto Rican style",6.46,11.61,2.284,33.55,0.8,45.58,3,20,0.7,5.2,0.223,0.056,2.293,0.119,0.24,17.4,1.8,72,15,953,116,0.113,1.98,0.94
Rice with Spanish sausage,"Rice with Spanish sausage, Puerto Rican style",8.39,13.59,3.192,32.4,0.8,42.63,3,26,1.08,7.7,0.281,0.132,3.532,0.224,0.31,29.9,2.9,105,20,937,189,0.136,2.3,1.07
Rice with onions,"Rice with onions, Puerto Rican style",3.48,9.75,2.994,18.85,1.3,65.74,90,23,1.12,10.4,0.094,0.028,1.235,0.089,0.01,8.9,1.3,41,11,456,93,0.136,1.01,0.66
Rice with stewed beans,"Rice with stewed beans, Puerto Rican style",3.66,3.23,1.307,23.02,1.5,68.28,0,25,0.56,4.2,0.128,0.017,0.973,0.078,0,8.3,0,50,20,464,134,0.102,1.51,0.59
Congee,"Congee, with meat, poultry, and/or seafood",4.81,0.94,0.1,6.12,0.1,87.3,1,6,0.09,0.1,0.045,0.025,1.114,0.064,0.24,15,0,52,7,245,53,0.032,0.45,0.51
Congee,"Congee, with meat, poultry, and/or seafood, and vegetables",4.62,0.92,0.111,6.1,0.3,87.46,2,8,0.1,1.7,0.049,0.046,1.335,0.067,0.22,15.8,0.8,55,8,252,78,0.064,0.55,0.54
Congee,"Congee, with vegetables",0.76,0.1,0.028,7.7,0.3,90.62,2,8,0.02,1.9,0.043,0.018,0.462,0.035,0,3.7,0.7,13,5,233,22,0.09,0.32,0.23
Biryani with vegetables,Biryani with vegetables,1.93,3.16,0.171,17.88,1.2,76.18,61,17,0.2,2.9,0.103,0.023,0.966,0.071,0.01,5.2,4.1,35,11,181,103,0.068,1.05,0.32
Beans and rice,"Beans and rice, from fast food / restaurant",6.29,6.99,2.867,24.41,3.6,60.45,0,53,1.31,9.8,0.123,0.029,0.641,0.083,0,19.8,0,78,39,299,317,0.182,2.47,0.94
Kidney beans and rice,"Kidney beans and rice, from fast food / restaurant",5.72,7.07,2.933,23.17,4.2,62.53,0,19,0.82,12.4,0.145,0.035,0.865,0.097,0,17.3,0.6,93,29,296,231,0.158,2.06,0.77
Black beans and rice,"Black beans and rice, from fast food / restaurant",5.82,7.09,2.909,23.66,4.9,61.88,0,19,1.27,9.7,0.188,0.035,0.828,0.071,0,18.4,0,92,42,296,205,0.14,1.61,0.79
Pinto beans and rice,"Pinto beans and rice, from fast food / restaurant",5.9,7.15,2.912,25.02,5,60.38,0,29,1.31,9.8,0.162,0.037,0.732,0.153,0,19.9,0.4,96,32,296,249,0.145,1.6,0.72
Beans and white rice,Beans and white rice,6.5,4.21,1.723,25.19,3.7,62.38,0,54,1,6.6,0.127,0.03,0.661,0.086,0,20.4,0,80,40,231,327,0.188,2.55,0.96
Beans and rice,"Beans and rice, with tomatoes",4.7,3.46,1.4,21.9,3.8,68.42,4,23,0.99,5.4,0.143,0.039,0.904,0.123,0,15.8,1.5,77,28,309,227,0.131,1.46,0.62
Beans and rice,"Beans and rice, with meat",7.49,4.24,1.567,23.54,4.4,63.3,1,25,0.86,5.7,0.177,0.052,1.17,0.161,0.13,24.9,0.3,108,33,263,240,0.14,1.64,1.11
Kidney beans and white rice,Kidney beans and white rice,5.9,4.29,1.791,23.91,4.3,64.53,0,20,0.49,9.3,0.149,0.036,0.893,0.1,0,17.9,0.6,96,30,229,239,0.163,2.12,0.79
Black beans and white rice,Black beans and white rice,6.01,4.32,1.767,24.42,5,63.86,0,19,0.96,6.4,0.194,0.036,0.854,0.073,0,19,0,95,44,228,212,0.144,1.65,0.82
Pinto beans and white rice,Pinto beans and white rice,6.09,4.38,1.769,25.82,5.2,62.31,0,30,1,6.6,0.167,0.038,0.755,0.158,0,20.5,0.4,99,33,228,257,0.15,1.65,0.74
Rice,"Rice, white, with corn, NS as to fat",2.58,2.5,1.014,25.21,0.9,68.83,3,8,0.3,2.6,0.125,0.025,1.396,0.092,0,7.1,0.9,51,16,178,84,0.062,0.99,0.51
Rice,"Rice, white, with corn, no added fat",2.64,0.38,0.138,25.76,0.9,70.33,3,8,0.05,0.1,0.128,0.026,1.427,0.094,0,7.2,0.9,52,16,182,86,0.063,1.01,0.52
Rice,"Rice, white, with corn, fat added",2.58,2.5,1.014,25.21,0.9,68.83,3,8,0.3,2.6,0.125,0.025,1.396,0.092,0,7.1,0.9,51,16,178,84,0.062,0.99,0.51
Rice,"Rice, white, with peas, NS as to fat",3.22,2.42,0.974,24.03,1.4,69.36,26,13,0.29,8.4,0.188,0.034,1.438,0.095,0,8.3,2.4,50,14,197,52,0.076,1.25,0.52
Rice,"Rice, white, with peas, no added fat",3.29,0.28,0.089,24.56,1.4,70.89,26,14,0.04,6,0.192,0.035,1.47,0.098,0,8.4,2.5,51,14,202,54,0.078,1.27,0.53
Rice,"Rice, white, with peas, fat added",3.22,2.42,0.974,24.03,1.4,69.36,26,13,0.29,8.4,0.188,0.034,1.438,0.095,0,8.3,2.4,50,14,197,52,0.076,1.25,0.52
Rice,"Rice, white, with carrots, NS as to fat",2.16,2.42,0.97,22.64,1,71.86,205,15,0.53,5.8,0.135,0.02,1.238,0.105,0,3.7,0.9,39,11,195,82,0.055,0.96,0.41
Rice,"Rice, white, with carrots, no added fat",2.2,0.25,0.079,23.14,1,73.45,209,15,0.28,3.4,0.138,0.021,1.265,0.107,0,3.7,0.9,40,11,199,84,0.056,0.98,0.42
Rice,"Rice, white, with carrots, fat added",2.16,2.42,0.97,22.64,1,71.86,204,15,0.53,5.8,0.135,0.02,1.238,0.105,0,3.7,0.9,39,11,195,82,0.055,0.97,0.41
Rice,"Rice, white, with peas and carrots, NS as to fat",2.66,2.47,0.999,23.22,1.2,70.62,116,15,0.41,7.1,0.157,0.026,1.307,0.092,0,5.9,1.5,45,13,224,62,0.073,1.13,0.48
Rice,"Rice, white, with peas and carrots, no added fat",2.72,0.33,0.114,23.74,1.3,72.18,119,15,0.16,4.7,0.16,0.027,1.336,0.094,0,6.1,1.5,46,13,229,64,0.075,1.15,0.49
Rice,"Rice, white, with peas and carrots, fat added",2.66,2.47,0.999,23.22,1.2,70.62,116,15,0.41,7.1,0.157,0.026,1.307,0.092,0,5.9,1.5,45,13,224,62,0.073,1.13,0.48
Rice,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",2,2.18,0.872,19.41,0.9,75.48,7,18,0.44,3.1,0.294,0.026,1.191,0.097,0,3.5,4.1,33,11,198,85,0.062,0.97,0.36
Rice,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",2.04,0.27,0.084,19.79,0.9,76.96,7,18,0.22,0.9,0.3,0.027,1.214,0.099,0,3.5,4.2,34,11,201,87,0.063,0.98,0.36
Rice,"Rice, white, with tomatoes and/or tomato-based sauce, fat added",2,2.18,0.872,19.41,0.9,75.48,7,18,0.44,3.1,0.294,0.026,1.191,0.097,0,3.5,4.1,33,11,198,85,0.062,0.97,0.36
Rice,"Rice, white, with dark green vegetables, NS as to fat",2.68,2.46,0.975,22.3,0.9,71.56,7,19,0.48,28.1,0.136,0.037,1.234,0.108,0,6.2,19,48,14,189,105,0.063,1.07,0.46
Rice,"Rice, white, with dark green vegetables, no added fat",2.74,0.3,0.086,22.8,1,73.15,8,20,0.23,26.1,0.139,0.038,1.261,0.11,0,6.4,19.5,49,14,193,107,0.064,1.09,0.47
Rice,"Rice, white, with dark green vegetables, fat added",2.68,2.46,0.975,22.3,0.9,71.56,7,19,0.48,28.1,0.136,0.037,1.234,0.108,0,6.2,19,48,14,189,105,0.063,1.07,0.46
Rice,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",2.07,2.29,0.917,20.91,0.9,73.8,100,16,0.48,4.4,0.22,0.024,1.212,0.101,0,3.6,2.6,36,11,196,84,0.058,0.97,0.38
Rice,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",2.12,0.26,0.082,21.34,1,75.33,102,17,0.25,2,0.224,0.024,1.237,0.103,0,3.6,2.7,37,11,200,86,0.06,0.98,0.39
Rice,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added",2.07,2.29,0.917,20.91,0.9,73.8,100,16,0.48,4.4,0.22,0.024,1.212,0.101,0,3.6,2.6,36,11,196,84,0.058,0.97,0.38
Rice,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",2.32,2.32,0.923,20.82,0.9,73.59,7,18,0.46,14.4,0.221,0.031,1.213,0.102,0,4.7,10.8,40,12,194,94,0.062,1.01,0.41
Rice,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",2.37,0.28,0.085,21.26,0.9,75.12,7,19,0.22,12.3,0.225,0.032,1.239,0.104,0,4.8,11.1,41,13,198,96,0.064,1.03,0.42
Rice,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",2.32,2.32,0.923,20.82,0.9,73.59,7,18,0.46,14.4,0.221,0.031,1.213,0.102,0,4.7,10.8,40,12,194,94,0.062,1.01,0.41
Rice,"Rice, white, with carrots and dark green vegetables, NS as to fat",2.41,2.45,0.976,22.54,1,71.64,107,17,0.5,16.5,0.136,0.028,1.238,0.106,0,4.9,9.6,43,13,192,93,0.059,1.02,0.44
Rice,"Rice, white, with carrots and dark green vegetables, no added fat",2.47,0.28,0.082,23.04,1,73.23,109,17,0.25,14.3,0.139,0.029,1.266,0.108,0,5,9.8,44,13,197,95,0.06,1.04,0.44
Rice,"Rice, white, with carrots and dark green vegetables, fat added",2.41,2.45,0.976,22.54,1,71.64,107,17,0.5,16.5,0.136,0.028,1.238,0.106,0,4.9,9.6,43,13,192,93,0.059,1.02,0.44
Rice,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",2.29,2.28,0.909,20.89,1,73.6,69,18,0.49,15.1,0.189,0.031,1.2,0.105,0,4.9,10.2,41,12,189,99,0.06,0.99,0.41
Rice,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",2.32,0.28,0.083,21.84,1,74.6,72,18,0.24,9.6,0.197,0.028,1.246,0.105,0,4.5,7.9,41,12,198,92,0.061,1.02,0.42
Rice,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",2.27,2.35,0.937,21.38,0.9,73.06,70,17,0.48,11.8,0.193,0.028,1.22,0.103,0,4.4,7.7,40,12,194,90,0.06,1,0.41
Rice,"Rice, white, with other vegetables, NS as to fat",2.3,2.41,0.962,22.64,0.8,71.76,3,14,0.34,6,0.134,0.021,1.177,0.105,0,3.7,6.6,39,12,182,71,0.065,1,0.41
Rice,"Rice, white, with other vegetables, no added fat",2.35,0.26,0.08,23.13,0.7,73.35,4,13,0.1,3.7,0.136,0.021,1.203,0.109,0,3.9,6.6,40,13,185,71,0.068,1.03,0.41
Rice,"Rice, white, with other vegetables, fat added",2.3,2.41,0.962,22.64,0.8,71.76,3,14,0.34,6,0.134,0.021,1.177,0.105,0,3.7,6.6,39,12,182,71,0.065,1,0.41
Rice,"Rice, white, with lentils, NS as to fat",5.5,4.83,1.981,21.45,4.1,67.13,1,17,0.62,7.4,0.148,0.043,1.094,0.138,0,17.2,1.3,106,23,189,207,0.154,2.18,0.82
Rice,"Rice, white, with lentils, fat added",5.5,4.83,1.981,21.45,4.1,67.13,1,17,0.62,7.4,0.148,0.043,1.094,0.138,0,17.2,1.3,106,23,189,207,0.154,2.18,0.82
Rice,"Rice, white, with lentils, no added fat",5.76,0.33,0.13,22.47,4.3,70.3,1,18,0.09,2.2,0.155,0.045,1.146,0.144,0,18,1.4,111,24,198,217,0.161,2.27,0.86
Rice,"Rice, cooked with coconut milk",3.57,17.23,0.235,26.55,1.9,51.52,0,19,0.14,0.1,0.17,0.013,1.68,0.062,0,6.1,1.3,103,33,182,219,0.25,2.34,0.78
Beans and brown rice,Beans and brown rice,6.52,4.49,1.838,24.17,4.2,63.14,0,52,1.05,6.6,0.133,0.052,1.094,0.098,0,23.2,0,104,51,214,347,0.202,2.29,1.05
Kidney beans and brown rice,Kidney beans and brown rice,5.92,4.57,1.907,22.89,4.8,65.29,0,17,0.54,9.4,0.155,0.058,1.325,0.112,0,20.7,0.6,120,41,211,259,0.177,1.87,0.88
Black beans and brown rice,Black beans and brown rice,6.03,4.59,1.882,23.4,5.5,64.62,0,17,1.01,6.5,0.2,0.059,1.287,0.085,0,21.8,0,119,55,211,232,0.158,1.4,0.91
Pinto beans and brown rice,Pinto beans and brown rice,6.12,4.65,1.884,24.8,5.7,63.07,0,27,1.05,6.6,0.173,0.061,1.188,0.17,0,23.4,0.4,123,43,211,277,0.164,1.4,0.83
Rice,"Rice, brown, with corn, NS as to fat",2.64,2.71,1.099,23.66,1.7,70.17,2,3,0.36,2.4,0.142,0.066,2.235,0.115,0,11.8,0.8,96,36,155,116,0.091,0.53,0.68
Rice,"Rice, brown, with corn, no added fat",2.69,0.9,0.354,24.1,1.8,71.47,2,3,0.15,0.2,0.145,0.067,2.277,0.117,0,12,0.8,97,36,158,118,0.093,0.54,0.69
Rice,"Rice, brown, with corn, fat added",2.64,2.71,1.099,23.66,1.7,70.17,2,3,0.36,2.4,0.142,0.066,2.235,0.115,0,11.8,0.8,96,36,155,116,0.091,0.53,0.68
Rice,"Rice, brown, with peas, NS as to fat",3.18,2.64,1.066,22.64,2.2,70.63,22,8,0.35,7.3,0.196,0.074,2.278,0.118,0,12.8,2.1,95,35,171,89,0.103,0.75,0.69
Rice,"Rice, brown, with peas, no added fat",3.24,0.82,0.314,23.07,2.2,71.96,22,8,0.14,5.3,0.2,0.075,2.321,0.12,0,13.1,2.1,97,35,174,91,0.105,0.76,0.7
Rice,"Rice, brown, with peas, fat added",3.18,2.64,1.066,22.64,2.2,70.63,22,8,0.35,7.3,0.196,0.074,2.278,0.118,0,12.8,2.1,95,35,171,89,0.103,0.75,0.69
Rice,"Rice, brown, with carrots, NS as to fat",2.27,2.63,1.061,21.43,1.9,72.79,175,9,0.56,5.2,0.151,0.062,2.109,0.126,0,8.9,0.7,86,32,168,115,0.085,0.5,0.59
Rice,"Rice, brown, with carrots, no added fat",2.31,0.8,0.306,21.84,1.9,74.16,179,9,0.35,3,0.154,0.063,2.149,0.129,0,9.1,0.8,87,33,172,117,0.087,0.51,0.6
Rice,"Rice, brown, with carrots, fat added",2.27,2.63,1.061,21.43,1.9,72.79,175,9,0.56,5.2,0.151,0.062,2.109,0.126,0,8.9,0.7,86,32,168,115,0.085,0.5,0.59
Rice,"Rice, brown, with peas and carrots, NS as to fat",2.7,2.68,1.087,21.95,2,71.71,99,9,0.46,6.2,0.169,0.067,2.166,0.115,0,10.8,1.3,90,33,194,98,0.101,0.65,0.65
Rice,"Rice, brown, with peas and carrots, no added fat",2.75,0.86,0.336,22.37,2.1,73.05,101,9,0.24,4.1,0.173,0.069,2.207,0.117,0,11,1.3,92,34,197,99,0.103,0.66,0.66
Rice,"Rice, brown, with peas and carrots, fat added",2.7,2.68,1.087,21.95,2,71.71,99,9,0.46,6.2,0.169,0.067,2.166,0.115,0,10.8,1.3,90,33,194,98,0.101,0.65,0.65
Rice,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",2.13,2.41,0.968,18.77,1.7,75.82,6,12,0.48,2.8,0.287,0.064,1.983,0.117,0,8.2,3.6,76,30,174,114,0.088,0.55,0.53
